BPC,CCR,Report Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Allegation,Finding,ofcrRace,ofcrSex
16-191,67317,03/15/2016,Telephone (or TDD),31,Black,Female,06-03-2016,TELEPHONE CRIME REPORTING UNIT,Procedure,Sustained,Black,Female
16-191,67317,03/15/2016,Telephone (or TDD),31,Black,Female,06-03-2016,TELEPHONE CRIME REPORTING UNIT,Procedure,Sustained,Black,Female
16-192,67318,03/15/2016,Telephone (or TDD),61,Black,Female,03/22/2016,3RD PRECINCT,Procedure,Admin. Closure,Black,Male
16-192,67318,03/15/2016,Telephone (or TDD),61,Black,Female,03/22/2016,3RD PRECINCT,Procedure,Admin. Closure,Black,Female
16-193,67319,03/15/2016,Walk In,25,Black,Male,03/18/2016,8TH PRECINCT,Procedure,Admin. Closure,Black,Male
16-194,67320,03/16/2016,Telephone (or TDD),48,Unknown,Female,04-12-2016,UNKNOWN COMMAND,Procedure,Admin. Closure,Unknown,Unknown
16-195,67321,03/16/2016,Walk In,39,Black,Female,06/13/2016,7TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-195,67321,03/16/2016,Walk In,39,Black,Female,06/13/2016,7TH PRECINCT,Procedure,No Charge,Black,Male
16-196,67322,03/17/2016,Walk In,27,White,Male,06-03-2016,7TH PRECINCT,Demeanor,Sustained,White,Male
16-196,67322,03/17/2016,Walk In,27,White,Male,06-03-2016,7TH PRECINCT,Procedure,Unfounded,White,Male
16-197,67323,03/17/2016,Telephone (or TDD),52,Black,Female,05/13/2016,CHILD ABUSE,Service,Unfounded,Black,Male
16-198,67324,03/17/2016,Telephone (or TDD),40,Black,Male,06/15/2016,2ND PRECINCT PDU,Procedure,Exonerated,,Female
16-198,67324,03/17/2016,Telephone (or TDD),40,Black,Male,06/15/2016,2ND PRECINCT PDU,Procedure,Not Sustained,,Female
16-198,67324,03/17/2016,Telephone (or TDD),40,Black,Male,06/15/2016,2ND PRECINCT PDU,Procedure,Unfounded,Black,Male
16-198,67324,03/17/2016,Telephone (or TDD),40,Black,Male,06/15/2016,2ND PRECINCT PDU,Property,No Charge,,Female
16-199,67325,03/17/2016,Telephone (or TDD),68,Black,Male,03/22/2016,UNKNOWN COMMAND,Force,Admin. Closure,Unknown,Unknown
16-200,67326,03/17/2016,Telephone (or TDD),41,Black,Female,05/20/2016,10TH PRECINCT,Procedure,No Charge,White,Male
16-200,67326,03/17/2016,Telephone (or TDD),41,Black,Female,05/20/2016,10TH PRECINCT,Service,Sustained,White,Male
16-201,67327,03/17/2016,Telephone (or TDD),52,White,Female,06-09-2016,6TH PRECINCT,Demeanor,Not Sustained,Unknown,Unknown
16-201,67327,03/17/2016,Telephone (or TDD),52,White,Female,06-09-2016,6TH PRECINCT,Demeanor,Unfounded,Black,Male
16-201,67327,03/17/2016,Telephone (or TDD),52,White,Female,06-09-2016,6TH PRECINCT,Procedure,Exonerated,Black,Male
16-201,67327,03/17/2016,Telephone (or TDD),52,White,Female,06-09-2016,6TH PRECINCT,Procedure,No Charge,Unknown,Unknown
16-201,67327,03/17/2016,Telephone (or TDD),52,White,Female,06-09-2016,6TH PRECINCT,Procedure,Sustained,Black,Male
16-201,67327,03/17/2016,Telephone (or TDD),52,White,Female,06-09-2016,6TH PRECINCT,Procedure,Unfounded,Black,Male
16-202,67328,03/18/2016,Telephone (or TDD),31,Black,Male,05-02-2016,11TH PRECINCT,Property,Sustained,Black,Male
16-203,67329,03/18/2016,Walk In,31,Black,Female,04/15/2016,DOWNTOWN SERVICES DIVISION,Demeanor,No Charge,Black,Male
16-203,67329,03/18/2016,Walk In,31,Black,Female,04/15/2016,DOWNTOWN SERVICES DIVISION,Procedure,Unfounded,Black,Male
16-203,67329,03/18/2016,Walk In,31,Black,Female,04/15/2016,DOWNTOWN SERVICES DIVISION,Service,No Charge,Black,Male
16-204,67330,03/18/2016,In-Custody,31,Black,Female,05/26/2016,9TH PRECINCT,Procedure,Not Sustained,White,Male
16-204,67330,03/18/2016,In-Custody,31,Black,Female,05/26/2016,9TH PRECINCT,Procedure,Sustained,White,Male
16-204,67330,03/18/2016,In-Custody,31,Black,Female,05/26/2016,9TH PRECINCT,Procedure,Sustained,White,Female
16-204,67330,03/18/2016,In-Custody,31,Black,Female,05/26/2016,9TH PRECINCT,Procedure,Unfounded,White,Male
16-205,67331,03/18/2016,Telephone (or TDD),62,Unknown,Female,06-06-2016,2ND PRECINCT,Demeanor,Not Sustained,Black,Male
16-205,67331,03/18/2016,Telephone (or TDD),62,Unknown,Female,06-06-2016,2ND PRECINCT,Demeanor,Sustained,Black,Male
16-205,67331,03/18/2016,Telephone (or TDD),62,Unknown,Female,06-06-2016,2ND PRECINCT,Procedure,Not Sustained,Black,Male
16-206,67332,03/19/2016,Walk In,24,Black,Male,06-03-2016,11TH PRECINCT,Procedure,Unfounded,Black,Male
16-207,67333,03/21/2016,Telephone (or TDD),58,Unknown,Female,06/22/2016,11TH PRECINCT,Demeanor,Sustained,Black,Female
16-207,67333,03/21/2016,Telephone (or TDD),58,Unknown,Female,06/22/2016,11TH PRECINCT,Procedure,Exonerated,Black,Female
16-207,67333,03/21/2016,Telephone (or TDD),58,Unknown,Female,06/22/2016,11TH PRECINCT,Procedure,Sustained,Black,Female
16-208,67334,03/21/2016,Walk In,64,White,Female,06-03-2016,8TH PRECINCT,Procedure,Exonerated,Black,Male
16-208,67334,03/21/2016,Walk In,64,White,Female,06-03-2016,8TH PRECINCT,Procedure,Exonerated,Black,Male
16-208,67334,03/21/2016,Walk In,64,White,Female,06-03-2016,8TH PRECINCT,Service,No Charge,Black,Male
16-209,67335,03/21/2016,In-Custody,34,Black,Male,06/15/2016,UNKNOWN COMMAND,Demeanor,Not Sustained,Unknown,Unknown
16-209,67335,03/21/2016,In-Custody,34,Black,Male,06/15/2016,UNKNOWN COMMAND,Force,Not Sustained,Unknown,Unknown
16-209,67335,03/21/2016,In-Custody,34,Black,Male,06/15/2016,8TH PRECINCT,Demeanor,Not Sustained,White,Male
16-209,67335,03/21/2016,In-Custody,34,Black,Male,06/15/2016,8TH PRECINCT,Demeanor,Not Sustained,White,Male
16-209,67335,03/21/2016,In-Custody,34,Black,Male,06/15/2016,8TH PRECINCT,Force,Not Sustained,White,Male
16-209,67335,03/21/2016,In-Custody,34,Black,Male,06/15/2016,8TH PRECINCT,Force,Not Sustained,White,Male
16-210,67336,03/22/2016,Telephone (or TDD),62,Black,Male,06/22/2016,CENTRALIZED TIMEKEEPING,Procedure,Exonerated,Black,Female
16-210,67336,03/22/2016,Telephone (or TDD),62,Black,Male,06/22/2016,CENTRALIZED TIMEKEEPING,Procedure,Sustained,Black,Female
16-210,67336,03/22/2016,Telephone (or TDD),62,Black,Male,06/22/2016,CENTRALIZED TIMEKEEPING,Procedure,Unfounded,Black,Female
16-210,67336,03/22/2016,Telephone (or TDD),62,Black,Male,06/22/2016,12TH PRECINCT,Procedure,Exonerated,White,Female
16-211,67337,03/23/2016,Telephone (or TDD),35,Black,Female,06-03-2016,9TH PRECINCT,Entry,Sustained,Black,Male
16-211,67337,03/23/2016,Telephone (or TDD),35,Black,Female,06-03-2016,9TH PRECINCT,Entry,Sustained,Black,Male
16-211,67337,03/23/2016,Telephone (or TDD),35,Black,Female,06-03-2016,9TH PRECINCT,Procedure,Not Sustained,Black,Male
16-211,67337,03/23/2016,Telephone (or TDD),35,Black,Female,06-03-2016,9TH PRECINCT,Procedure,Not Sustained,Black,Male
16-211,67337,03/23/2016,Telephone (or TDD),35,Black,Female,06-03-2016,9TH PRECINCT,Procedure,Sustained,Black,Male
16-211,67337,03/23/2016,Telephone (or TDD),35,Black,Female,06-03-2016,9TH PRECINCT,Procedure,Sustained,Black,Male
16-211,67337,03/23/2016,Telephone (or TDD),35,Black,Female,06-03-2016,9TH PRECINCT,Procedure,Sustained,Black,Male
16-212,67338,03/23/2016,Walk In,43,Black,Female,05/20/2016,11TH PRECINCT,Demeanor,Not Sustained,White,Male
16-212,67338,03/23/2016,Walk In,43,Black,Female,05/20/2016,11TH PRECINCT,Force,Unfounded,White,Male
16-213,67339,03/23/2016,In-Custody,34,White,Male,05-05-2016,UNKNOWN COMMAND,Force,Admin. Closure,Unknown,Unknown
16-214,67340,03/25/2016,Telephone (or TDD),28,Black,Male,06-09-2016,UNKNOWN COMMAND,Demeanor,Not Sustained,Unknown,Unknown
16-214,67340,03/25/2016,Telephone (or TDD),28,Black,Male,06-09-2016,MAJOR VIOLATORS,Demeanor,Not Sustained,Hispanic,Male
16-214,67340,03/25/2016,Telephone (or TDD),28,Black,Male,06-09-2016,MAJOR VIOLATORS,Harassment,No Charge,Hispanic,Male
16-215,67341,03/25/2016,Walk In,19,Black,Female,06-08-2016,11TH PRECINCT,Demeanor,No Charge,Black,Male
16-215,67341,03/25/2016,Walk In,19,Black,Female,06-08-2016,11TH PRECINCT,Demeanor,Unfounded,Black,Male
16-215,67341,03/25/2016,Walk In,19,Black,Female,06-08-2016,11TH PRECINCT,Demeanor,Unfounded,Black,Male
16-215,67341,03/25/2016,Walk In,19,Black,Female,06-08-2016,11TH PRECINCT,Procedure,No Charge,Black,Male
16-215,67341,03/25/2016,Walk In,19,Black,Female,06-08-2016,11TH PRECINCT,Procedure,Unfounded,Black,Male
16-215,67341,03/25/2016,Walk In,19,Black,Female,06-08-2016,11TH PRECINCT,Procedure,Unfounded,Black,Male
16-216,67347,03/27/2016,Walk In,44,Black,Male,06/27/2016,2ND PRECINCT,Demeanor,Not Sustained,Black,Male
16-216,67347,03/27/2016,Walk In,44,Black,Male,06/27/2016,2ND PRECINCT,Demeanor,Not Sustained,White,Male
16-216,67347,03/27/2016,Walk In,44,Black,Male,06/27/2016,2ND PRECINCT,Procedure,Exonerated,Black,Male
16-216,67347,03/27/2016,Walk In,44,Black,Male,06/27/2016,2ND PRECINCT,Procedure,Exonerated,White,Male
16-217,67348,03/28/2016,Telephone (or TDD),30,Black,Female,03/30/2016,UNKNOWN COMMAND,Procedure,Admin. Closure,Unknown,Unknown
16-217,67348,03/28/2016,Telephone (or TDD),30,Black,Female,03/30/2016,UNKNOWN COMMAND,Property,Admin. Closure,Unknown,Unknown
16-217,67348,03/28/2016,Telephone (or TDD),30,Black,Female,03/30/2016,10TH PRECINCT,Procedure,No Charge,Black,Male
16-217,67348,03/28/2016,Telephone (or TDD),30,Black,Female,03/30/2016,10TH PRECINCT,Property,No Charge,Black,Male
16-218,67349,03/28/2016,Telephone (or TDD),45,Black,Female,04/20/2016,8TH PRECINCT,Demeanor,No Charge,Black,Female
16-218,67349,03/28/2016,Telephone (or TDD),45,Black,Female,04/20/2016,8TH PRECINCT,Procedure,No Charge,Black,Female
16-218,67349,03/28/2016,Telephone (or TDD),45,Black,Female,04/20/2016,6TH PRECINCT,Demeanor,Admin. Closure,Black,Male
16-218,67349,03/28/2016,Telephone (or TDD),45,Black,Female,04/20/2016,6TH PRECINCT,Procedure,Admin. Closure,Black,Male
16-219,67350,03/28/2016,Telephone (or TDD),67,Black,Male,04-01-2016,UNKNOWN COMMAND,Procedure,Admin. Closure,Unknown,Unknown
16-220,67351,03/28/2016,Walk In,39,Black,Female,05-05-2016,11TH PRECINCT,Demeanor,Sustained,White,Male
16-220,67351,03/28/2016,Walk In,39,Black,Female,05-05-2016,11TH PRECINCT,Demeanor,Sustained,White,Male
16-220,67351,03/28/2016,Walk In,39,Black,Female,05-05-2016,11TH PRECINCT,Procedure,Not Sustained,White,Male
16-220,67351,03/28/2016,Walk In,39,Black,Female,05-05-2016,11TH PRECINCT,Procedure,Not Sustained,White,Male
16-220,67351,03/28/2016,Walk In,39,Black,Female,05-05-2016,11TH PRECINCT,Procedure,Sustained,White,Male
16-220,67351,03/28/2016,Walk In,39,Black,Female,05-05-2016,11TH PRECINCT,Procedure,Sustained,White,Male
16-221,67352,03/28/2016,Telephone (or TDD),43,Black,Female,04/13/2016,UNKNOWN COMMAND,Service,Admin. Closure,Unknown,Unknown
16-222,67353,03/28/2016,Telephone (or TDD),56,White,Male,04-12-2016,UNKNOWN COMMAND,Procedure,Admin. Closure,Unknown,Unknown
16-222,67353,03/28/2016,Telephone (or TDD),56,White,Male,04-12-2016,UNKNOWN COMMAND,Property,Admin. Closure,Unknown,Unknown
16-223,67354,03/28/2016,Walk In,22,Black,Male,04/20/2016,8TH PRECINCT,Arrest,Admin. Closure,White,Male
16-223,67354,03/28/2016,Walk In,22,Black,Male,04/20/2016,8TH PRECINCT,Arrest,Admin. Closure,Black,Female
16-224,67355,03/28/2016,Telephone (or TDD),24,White,Male,04/20/2016,UNKNOWN COMMAND,Procedure,Admin. Closure,Unknown,Unknown
16-224,67355,03/28/2016,Telephone (or TDD),24,White,Male,04/20/2016,UNKNOWN COMMAND,Property,Admin. Closure,Unknown,Unknown
16-225,67356,03/29/2016,Telephone (or TDD),35,Black,Female,05-02-2016,COMMUNICATIONS OPERATIONS,Procedure,Sustained,Black,Female
16-225,67356,03/29/2016,Telephone (or TDD),35,Black,Female,05-02-2016,COMMUNICATIONS OPERATIONS,Service,No Charge,Black,Female
16-226,67357,03/29/2016,Telephone (or TDD),44,Black,Female,06/15/2016,9TH PRECINCT,Demeanor,Unfounded,Black,Male
16-226,67357,03/29/2016,Telephone (or TDD),44,Black,Female,06/15/2016,9TH PRECINCT,Procedure,No Charge,Black,Male
16-226,67357,03/29/2016,Telephone (or TDD),44,Black,Female,06/15/2016,9TH PRECINCT,Property,No Charge,Black,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Demeanor,No Charge,Black,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Demeanor,Not Sustained,White,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Demeanor,Not Sustained,Asian,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Demeanor,Not Sustained,Asian,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Demeanor,Not Sustained,White,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Demeanor,Sustained,Asian,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Force,Not Sustained,Asian,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Harassment,No Charge,Asian,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Harassment,No Charge,Black,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Procedure,Not Sustained,Asian,Male
16-227,67358,03/29/2016,Telephone (or TDD),24,Black,Male,06/27/2016,8TH PRECINCT,Procedure,Not Sustained,Black,Male
16-228,67359,03/29/2016,Telephone (or TDD),2,Black,Male,06/27/2016,AUTO THEFT,Demeanor,Not Sustained,Black,Male
16-229,67360,03/29/2016,Walk In,56,Black,Male,05-06-2016,2ND PRECINCT,Demeanor,Not Sustained,,Female
16-229,67360,03/29/2016,Walk In,56,Black,Male,05-06-2016,2ND PRECINCT,Procedure,Exonerated,,Female
16-229,67360,03/29/2016,Walk In,56,Black,Male,05-06-2016,2ND PRECINCT,Procedure,Sustained,,Female
16-229,67360,03/29/2016,Walk In,56,Black,Male,05-06-2016,2ND PRECINCT,Procedure,Sustained,Black,Female
16-229,67360,03/29/2016,Walk In,56,Black,Male,05-06-2016,2ND PRECINCT,Service,No Charge,,Female
16-230,67361,03/29/2016,Telephone (or TDD),26,Black,Male,05/20/2016,9TH PRECINCT,Procedure,Unfounded,White,Male
16-230,67361,03/29/2016,Telephone (or TDD),26,Black,Male,05/20/2016,9TH PRECINCT,Procedure,Unfounded,White,Male
16-231,67364,03/29/2016,Telephone (or TDD),-1,Unknown,Male,06/23/2016,3RD PRECINCT,Demeanor,Not Sustained,White,Male
16-231,67364,03/29/2016,Telephone (or TDD),-1,Unknown,Male,06/23/2016,3RD PRECINCT,Demeanor,Not Sustained,White,Male
16-231,67364,03/29/2016,Telephone (or TDD),-1,Unknown,Male,06/23/2016,3RD PRECINCT,Force,Not Sustained,White,Male
16-231,67364,03/29/2016,Telephone (or TDD),-1,Unknown,Male,06/23/2016,3RD PRECINCT,Force,Not Sustained,White,Male
16-232,67365,03/29/2016,Walk In,43,Black,Female,06/27/2016,GAMING,Force,Not Sustained,Black,Male
16-232,67365,03/29/2016,Walk In,43,Black,Female,06/27/2016,GAMING,Force,Not Sustained,Black,Male
16-232,67365,03/29/2016,Walk In,43,Black,Female,06/27/2016,GAMING,Procedure,Sustained,Black,Male
16-232,67365,03/29/2016,Walk In,43,Black,Female,06/27/2016,GAMING,Procedure,Sustained,Black,Male
16-233,67366,03/30/2016,Telephone (or TDD),2,Black,Female,06-03-2016,5TH PRECINCT,Demeanor,Sustained,Black,Male
16-233,67366,03/30/2016,Telephone (or TDD),2,Black,Female,06-03-2016,5TH PRECINCT,Procedure,Not Sustained,Black,Male
16-234,67367,03/30/2016,Telephone (or TDD),41,Black,Female,04/20/2016,UNKNOWN COMMAND,Service,Admin. Closure,Unknown,Unknown
16-235,67368,03/30/2016,Walk In,57,Black,Male,04/20/2016,CRIME INTELLIGENCE UNIT,Procedure,Admin. Closure,Black,Male
16-236,67369,03/30/2016,Walk In,31,Black,Male,06-03-2016,8TH PRECINCT,Demeanor,Not Sustained,White,Male
16-236,67369,03/30/2016,Walk In,31,Black,Male,06-03-2016,8TH PRECINCT,Demeanor,Not Sustained,Asian,Male
16-236,67369,03/30/2016,Walk In,31,Black,Male,06-03-2016,8TH PRECINCT,Harassment,No Charge,White,Male
16-236,67369,03/30/2016,Walk In,31,Black,Male,06-03-2016,8TH PRECINCT,Harassment,Not Sustained,Asian,Male
16-236,67369,03/30/2016,Walk In,31,Black,Male,06-03-2016,8TH PRECINCT,Procedure,Not Sustained,White,Male
16-237,67370,03/31/2016,Walk In,25,Black,Male,06/27/2016,6TH PRECINCT,Demeanor,Not Sustained,Hispanic,Male
16-237,67370,03/31/2016,Walk In,25,Black,Male,06/27/2016,6TH PRECINCT,Demeanor,Not Sustained,White,Male
16-237,67370,03/31/2016,Walk In,25,Black,Male,06/27/2016,6TH PRECINCT,Procedure,Exonerated,Hispanic,Male
16-237,67370,03/31/2016,Walk In,25,Black,Male,06/27/2016,6TH PRECINCT,Procedure,Exonerated,White,Male
16-237,67370,03/31/2016,Walk In,25,Black,Male,06/27/2016,6TH PRECINCT,Procedure,Exonerated,White,Male
16-237,67370,03/31/2016,Walk In,25,Black,Male,06/27/2016,6TH PRECINCT,Procedure,Exonerated,Black,Male
16-237,67370,03/31/2016,Walk In,25,Black,Male,06/27/2016,6TH PRECINCT,Procedure,Unfounded,White,Male
16-238,67371,03/31/2016,Walk In,35,Black,Female,05/20/2016,8TH PRECINCT,Procedure,Exonerated,Black,Male
16-238,67371,03/31/2016,Walk In,35,Black,Female,05/20/2016,8TH PRECINCT,Search,Exonerated,Black,Male
16-238,67371,03/31/2016,Walk In,35,Black,Female,05/20/2016,8TH PRECINCT,Search,Exonerated,White,Male
16-239,67372,03/31/2016,Telephone (or TDD),27,Black,Male,06/15/2016,7TH PRECINCT,Arrest,Unfounded,White,Male
16-239,67372,03/31/2016,Telephone (or TDD),27,Black,Male,06/15/2016,7TH PRECINCT,Arrest,Unfounded,Black,Male
16-239,67372,03/31/2016,Telephone (or TDD),27,Black,Male,06/15/2016,7TH PRECINCT,Demeanor,Not Sustained,White,Male
16-239,67372,03/31/2016,Telephone (or TDD),27,Black,Male,06/15/2016,7TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-239,67372,03/31/2016,Telephone (or TDD),27,Black,Male,06/15/2016,7TH PRECINCT,Force,Not Sustained,White,Male
16-239,67372,03/31/2016,Telephone (or TDD),27,Black,Male,06/15/2016,7TH PRECINCT,Force,Not Sustained,Black,Male
16-239,67372,03/31/2016,Telephone (or TDD),27,Black,Male,06/15/2016,7TH PRECINCT,Procedure,No Charge,White,Male
16-239,67372,03/31/2016,Telephone (or TDD),27,Black,Male,06/15/2016,7TH PRECINCT,Property,Unfounded,White,Male
16-239,67372,03/31/2016,Telephone (or TDD),27,Black,Male,06/15/2016,7TH PRECINCT,Property,Unfounded,Black,Male
16-240,67373,04-01-2016,Telephone (or TDD),41,Black,Female,04/13/2016,8TH PRECINCT,Procedure,Admin. Closure,Black,Female
16-241,67374,04-01-2016,Telephone (or TDD),39,Black,Female,06-03-2016,3RD PRECINCT PDU,Demeanor,Exonerated,Black,Male
16-241,67374,04-01-2016,Telephone (or TDD),39,Black,Female,06-03-2016,3RD PRECINCT PDU,Demeanor,Not Sustained,Black,Male
16-242,67375,04-02-2016,Walk In,10,Black,Female,06/22/2016,11TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-242,67375,04-02-2016,Walk In,10,Black,Female,06/22/2016,11TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-242,67375,04-02-2016,Walk In,10,Black,Female,06/22/2016,11TH PRECINCT,Procedure,No Charge,Black,Male
16-242,67375,04-02-2016,Walk In,10,Black,Female,06/22/2016,11TH PRECINCT,Procedure,No Charge,Black,Male
16-242,67375,04-02-2016,Walk In,37,Black,Female,06/22/2016,11TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-242,67375,04-02-2016,Walk In,37,Black,Female,06/22/2016,11TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-242,67375,04-02-2016,Walk In,37,Black,Female,06/22/2016,11TH PRECINCT,Procedure,No Charge,Black,Male
16-242,67375,04-02-2016,Walk In,37,Black,Female,06/22/2016,11TH PRECINCT,Procedure,No Charge,Black,Male
16-243,67376,04-02-2016,Telephone (or TDD),62,White,Male,06/27/2016,9TH PRECINCT,Procedure,Not Sustained,White,Male
16-243,67376,04-02-2016,Telephone (or TDD),62,White,Male,06/27/2016,9TH PRECINCT,Procedure,Sustained,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Demeanor,Unfounded,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Demeanor,Unfounded,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Demeanor,Unfounded,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Demeanor,Unfounded,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Force,No Charge,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Force,Not Sustained,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Force,Not Sustained,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Force,Not Sustained,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Force,Not Sustained,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Procedure,No Charge,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Procedure,Not Sustained,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Procedure,Not Sustained,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Procedure,Not Sustained,White,Male
16-244,67377,04-04-2016,Walk In,37,Biracial,Female,06/28/2016,3RD PRECINCT,Procedure,Not Sustained,White,Male
16-245,67378,04-05-2016,Walk In,75,White,Male,05/17/2016,11TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-246,67379,04-05-2016,Walk In,50,Black,Male,07-06-2016,10TH PRECINCT,Procedure,Not Sustained,Black,Male
16-246,67379,04-05-2016,Walk In,50,Black,Male,07-06-2016,10TH PRECINCT,Procedure,Not Sustained,Black,Male
16-246,67379,04-05-2016,Walk In,50,Black,Male,07-06-2016,10TH PRECINCT,Procedure,Unfounded,Black,Male
16-246,67379,04-05-2016,Walk In,50,Black,Male,07-06-2016,10TH PRECINCT,Procedure,Unfounded,Black,Male
16-247,67380,04-05-2016,Walk In,49,Black,Male,06/28/2016,12TH PRECINCT,Demeanor,No Charge,Black,Male
16-247,67380,04-05-2016,Walk In,49,Black,Male,06/28/2016,12TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-247,67380,04-05-2016,Walk In,49,Black,Male,06/28/2016,12TH PRECINCT,Procedure,Exonerated,Black,Male
16-247,67380,04-05-2016,Walk In,49,Black,Male,06/28/2016,12TH PRECINCT,Procedure,Exonerated,Black,Male
16-247,67380,04-05-2016,Walk In,49,Black,Male,06/28/2016,10TH PRECINCT,Procedure,Exonerated,Black,Male
16-247,67380,04-05-2016,Walk In,49,Black,Male,06/28/2016,10TH PRECINCT,Procedure,Exonerated,Black,Male
16-248,67381,04-06-2016,Unknown,25,Unknown,Male,05/27/2016,12TH PRECINCT,Demeanor,Not Sustained,,Female
16-248,67381,04-06-2016,Unknown,25,Unknown,Male,05/27/2016,12TH PRECINCT,Procedure,Unfounded,Black,Male
16-248,67381,04-06-2016,Unknown,25,Unknown,Male,05/27/2016,12TH PRECINCT,Procedure,Unfounded,,Female
16-248,67381,04-06-2016,Unknown,29,Unknown,Female,05/27/2016,12TH PRECINCT,Demeanor,Not Sustained,,Female
16-248,67381,04-06-2016,Unknown,29,Unknown,Female,05/27/2016,12TH PRECINCT,Procedure,Unfounded,Black,Male
16-248,67381,04-06-2016,Unknown,29,Unknown,Female,05/27/2016,12TH PRECINCT,Procedure,Unfounded,,Female
16-249,67382,04-07-2016,Telephone,32,Black,Male,07-07-2016,TACTICAL RESPONSE UNIT,Procedure,Exonerated,Black,Male
16-249,67382,04-07-2016,Telephone,32,Black,Male,07-07-2016,TACTICAL RESPONSE UNIT,Procedure,Exonerated,Black,Male
16-249,67382,04-07-2016,Telephone,32,Black,Male,07-07-2016,TACTICAL RESPONSE UNIT,Procedure,Exonerated,Black,Male
16-250,67383,04-07-2016,Unknown,16,Unknown,Male,06/28/2016,12TH PRECINCT,Demeanor,Exonerated,Black,Female
16-250,67383,04-07-2016,Unknown,16,Unknown,Male,06/28/2016,12TH PRECINCT,Procedure,No Charge,Black,Male
16-250,67383,04-07-2016,Unknown,16,Unknown,Male,06/28/2016,12TH PRECINCT,Procedure,No Charge,Black,Female
16-250,67383,04-07-2016,Unknown,16,Unknown,Male,06/28/2016,12TH PRECINCT,Procedure,No Charge,White,Male
16-250,67383,04-07-2016,Unknown,16,Unknown,Male,06/28/2016,12TH PRECINCT,Procedure,No Charge,Black,Male
16-250,67383,04-07-2016,Unknown,16,Unknown,Male,06/28/2016,12TH PRECINCT,Procedure,No Charge,Black,Female
16-250,67383,04-07-2016,Unknown,16,Unknown,Male,06/28/2016,12TH PRECINCT,Service,No Charge,Black,Male
16-250,67383,04-07-2016,Unknown,16,Unknown,Male,06/28/2016,12TH PRECINCT,Service,No Charge,Black,Female
16-250,67383,04-07-2016,Unknown,16,Unknown,Male,06/28/2016,12TH PRECINCT,Service,No Charge,White,Male
