BPC,CCR,Report Date,Entry,Age,ctznRace,ctznSex,Closed,Unit,Allegation,Finding,ofcrRace,ofcrSex
16-395,67528,05/21/2016,Walk In,38,Black,Male,08/15/2016,8TH PRECINCT,Demeanor,Not Sustained,White,Male
16-395,67528,05/21/2016,Walk In,38,Black,Male,08/15/2016,8TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-395,67528,05/21/2016,Walk In,38,Black,Male,08/15/2016,8TH PRECINCT,Force,Not Sustained,White,Male
16-395,67528,05/21/2016,Walk In,38,Black,Male,08/15/2016,8TH PRECINCT,Force,Not Sustained,Black,Male
16-395,67528,05/21/2016,Walk In,38,Black,Male,08/15/2016,8TH PRECINCT,Procedure,Not Sustained,Asian,Male
16-395,67528,05/21/2016,Walk In,38,Black,Male,08/15/2016,8TH PRECINCT,Procedure,Not Sustained,White,Male
16-395,67528,05/21/2016,Walk In,38,Black,Male,08/15/2016,8TH PRECINCT,Procedure,Not Sustained,Black,Male
16-395,67528,05/21/2016,Walk In,38,Black,Male,08/15/2016,8TH PRECINCT,Procedure,Unfounded,White,Male
16-395,67528,05/21/2016,Walk In,38,Black,Male,08/15/2016,8TH PRECINCT,Procedure,Unfounded,Black,Male
16-396,67529,05/22/2016,Telephone,40,Unknown,Female,07/13/2016,6TH PRECINCT,Demeanor,No Charge,Black,Female
16-396,67529,05/22/2016,Telephone,40,Unknown,Female,07/13/2016,6TH PRECINCT,Demeanor,Sustained,Black,Male
16-396,67529,05/22/2016,Telephone,40,Unknown,Female,07/13/2016,6TH PRECINCT,Service,Exonerated,Black,Male
16-396,67529,05/22/2016,Telephone,40,Unknown,Female,07/13/2016,6TH PRECINCT,Service,Exonerated,Black,Female
16-397,67530,05/23/2016,Telephone,21,Black,Male,05/25/2016,6TH PRECINCT,Property,Admin. Closure,Black,Male
16-397,67530,05/23/2016,Telephone,21,Black,Male,05/25/2016,6TH PRECINCT,Property,Admin. Closure,White,Male
16-397,67530,05/23/2016,Telephone,21,Black,Male,05/25/2016,6TH PRECINCT,Property,Admin. Closure,White,Male
16-398,67531,05/24/2016,Telephone (or TDD),18,Black,Male,07/20/2016,UNKNOWN COMMAND,Property,Admin. Closure,Unknown,Unknown
16-399,67532,05/24/2016,Telephone (or TDD),43,Black,Female,08-03-2016,12TH PRECINCT,Procedure,Exonerated,White,Male
16-399,67532,05/24/2016,Telephone (or TDD),43,Black,Female,08-03-2016,12TH PRECINCT,Procedure,Exonerated,White,Male
16-399,67532,05/24/2016,Telephone (or TDD),43,Black,Female,08-03-2016,12TH PRECINCT,Procedure,Exonerated,Black,Male
16-399,67532,05/24/2016,Telephone (or TDD),43,Black,Female,08-03-2016,12TH PRECINCT,Procedure,Exonerated,Black,Female
16-399,67532,05/24/2016,Telephone (or TDD),43,Black,Female,08-03-2016,12TH PRECINCT,Procedure,Exonerated,White,Female
16-400,67533,05/24/2016,Telephone (or TDD),38,Black,Male,06-07-2016,5TH PRECINCT,Demeanor,Admin. Closure,Black,Male
16-400,67533,05/24/2016,Telephone (or TDD),38,Black,Male,06-07-2016,5TH PRECINCT,Procedure,Admin. Closure,Black,Male
16-401,67534,05/25/2016,Walk In,27,Black,Male,08-11-2016,9TH PRECINCT,Demeanor,No Charge,White,Male
16-401,67534,05/25/2016,Walk In,27,Black,Male,08-11-2016,9TH PRECINCT,Force,Not Sustained,White,Male
16-401,67534,05/25/2016,Walk In,27,Black,Male,08-11-2016,9TH PRECINCT,Procedure,No Charge,White,Male
16-402,67535,05/25/2016,In-Custody,45,Black,Male,08-08-2016,TRAINING,Force,No Charge,,Male
16-402,67535,05/25/2016,In-Custody,45,Black,Male,08-08-2016,8TH PRECINCT,Force,Not Sustained,Black,Male
16-403,67536,05/25/2016,Telephone (or TDD),37,Hispanic,Female,07/29/2016,7TH PRECINCT,Harassment,Not Sustained,White,Male
16-403,67536,05/25/2016,Telephone (or TDD),37,Hispanic,Female,07/29/2016,7TH PRECINCT,Procedure,Exonerated,White,Male
16-403,67536,05/25/2016,Telephone (or TDD),37,Hispanic,Female,07/29/2016,7TH PRECINCT,Procedure,Not Sustained,White,Male
16-404,67537,05/25/2016,Outside agency,0,Black,Female,08/15/2016,11TH PRECINCT,Procedure,Exonerated,Black,Male
16-404,67537,05/25/2016,Outside agency,0,Black,Female,08/15/2016,11TH PRECINCT,Procedure,Exonerated,White,Female
16-404,67537,05/25/2016,Outside agency,0,Black,Female,08/15/2016,11TH PRECINCT,Procedure,Sustained,Black,Male
16-404,67537,05/25/2016,Outside agency,0,Black,Female,08/15/2016,11TH PRECINCT,Service,Unfounded,Black,Male
16-404,67537,05/25/2016,Outside agency,0,Black,Female,08/15/2016,11TH PRECINCT,Service,Unfounded,White,Female
16-405,67538,05/25/2016,Outside agency,33,Other,Male,07/28/2016,11TH PRECINCT,Arrest,Unfounded,Black,Male
16-405,67538,05/25/2016,Outside agency,33,Other,Male,07/28/2016,11TH PRECINCT,Arrest,Unfounded,Black,Female
16-405,67538,05/25/2016,Outside agency,33,Other,Male,07/28/2016,11TH PRECINCT,Procedure,No Charge,Black,Male
16-405,67538,05/25/2016,Outside agency,33,Other,Male,07/28/2016,11TH PRECINCT,Procedure,No Charge,Black,Female
16-406,67539,05/25/2016,Telephone (or TDD),49,Black,Female,06-06-2016,2ND PRECINCT,Procedure,Admin. Closure,Black,Male
16-407,67540,05/25/2016,Telephone (or TDD),40,Black,Female,07/28/2016,6TH PRECINCT,Procedure,Admin. Closure,White,Male
16-408,67541,05/26/2016,Telephone (or TDD),44,Black,Female,05/27/2016,UNKNOWN COMMAND,Procedure,Void,Unknown,Unknown
16-408,67541,05/26/2016,Telephone (or TDD),44,Black,Female,05/27/2016,UNKNOWN COMMAND,Service,Void,Unknown,Unknown
16-409,67542,05/26/2016,Telephone (or TDD),54,Black,Female,08/22/2016,11TH PRECINCT,Demeanor,Unfounded,Black,Male
16-409,67542,05/26/2016,Telephone (or TDD),54,Black,Female,08/22/2016,11TH PRECINCT,Service,Exonerated,Black,Male
16-409,67542,05/26/2016,Telephone (or TDD),54,Black,Female,08/22/2016,11TH PRECINCT,Service,Exonerated,Black,Male
16-410,67543,05/26/2016,Telephone (or TDD),56,Unknown,Female,06-07-2016,7TH PRECINCT,Procedure,Admin. Closure,Black,Male
16-410,67543,05/26/2016,Telephone (or TDD),56,Unknown,Female,06-07-2016,7TH PRECINCT,Procedure,Admin. Closure,Black,Male
16-411,67544,05/26/2016,Walk In,47,Black,Male,06-06-2016,2ND PRECINCT,Procedure,Admin. Closure,Black,Male
16-412,67545,05/26/2016,Walk In,52,Black,Female,06/23/2016,4TH PRECINCT,Demeanor,Sustained,Black,Male
16-412,67545,05/26/2016,Walk In,52,Black,Female,06/23/2016,4TH PRECINCT,Procedure,Not Sustained,Black,Male
16-413,67546,05/27/2016,Telephone (or TDD),37,Black,Male,08-11-2016,12TH PRECINCT,Demeanor,Sustained,Black,Male
16-414,67547,05/27/2016,Letter,43,Black,Female,08/15/2016,11TH PRECINCT,Arrest,Exonerated,Black,Female
16-414,67547,05/27/2016,Letter,43,Black,Female,08/15/2016,11TH PRECINCT,Demeanor,Exonerated,Black,Female
16-414,67547,05/27/2016,Letter,43,Black,Female,08/15/2016,11TH PRECINCT,Demeanor,Sustained,Black,Female
16-414,67547,05/27/2016,Letter,43,Black,Female,08/15/2016,11TH PRECINCT,Force,Not Sustained,Black,Female
16-414,67547,05/27/2016,Letter,43,Black,Female,08/15/2016,11TH PRECINCT,Harassment,No Charge,Black,Female
16-414,67547,05/27/2016,Letter,43,Black,Female,08/15/2016,11TH PRECINCT,Procedure,No Charge,Black,Female
16-415,67548,05/27/2016,Letter,65,Black,Female,06-06-2016,DOWNTOWN SERVICES DIVISION,Property,Admin. Closure,Black,Male
16-416,67549,05/27/2016,Walk In,30,White,Female,08-05-2016,2ND PRECINCT,Demeanor,Sustained,Black,Male
16-416,67549,05/27/2016,Walk In,30,White,Female,08-05-2016,2ND PRECINCT,Force,No Charge,Black,Male
16-416,67549,05/27/2016,Walk In,30,White,Female,08-05-2016,2ND PRECINCT,Procedure,No Charge,Black,Male
16-416,67549,05/27/2016,Walk In,30,White,Female,08-05-2016,2ND PRECINCT,Service,No Charge,Black,Male
16-417,67550,05/27/2016,Telephone (or TDD),45,Black,Male,08/15/2016,UNKNOWN COMMAND,Demeanor,Not Sustained,Unknown,Unknown
16-418,67551,05/28/2016,Walk In,62,Black,Male,07-05-2016,9TH PRECINCT PDU,Demeanor,Not Sustained,White,Female
16-418,67551,05/28/2016,Walk In,62,Black,Male,07-05-2016,9TH PRECINCT PDU,Procedure,Not Sustained,White,Female
16-418,67551,05/28/2016,Walk In,62,Black,Male,07-05-2016,9TH PRECINCT PDU,Service,Unfounded,White,Female
16-419,67552,05/29/2016,Walk In,30,Black,Male,08/16/2016,UNKNOWN COMMAND,Force,Not Sustained,Unknown,Unknown
16-419,67552,05/29/2016,Walk In,30,Black,Male,08/16/2016,UNKNOWN COMMAND,Procedure,Not Sustained,Unknown,Unknown
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Arrest,No Charge,White,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Arrest,No Charge,Hispanic,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Arrest,No Charge,White,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Arrest,No Charge,White,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Demeanor,No Charge,White,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Demeanor,No Charge,Hispanic,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Demeanor,No Charge,White,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Demeanor,No Charge,White,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Entry,Exonerated,Black,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Force,Not Sustained,Black,Female
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Force,Not Sustained,Black,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Force,Not Sustained,Black,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Force,Not Sustained,White,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Force,Not Sustained,Hispanic,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Force,Not Sustained,White,Male
16-420,67553,05/30/2016,In-Custody,23,Black,Male,08/24/2016,MAJOR VIOLATORS,Force,Not Sustained,White,Male
16-421,67554,05/31/2016,Walk In,50,Black,Female,08/31/2016,3RD PRECINCT,Arrest,Exonerated,Black,Male
16-421,67554,05/31/2016,Walk In,50,Black,Female,08/31/2016,3RD PRECINCT,Arrest,No Charge,Black,Female
16-421,67554,05/31/2016,Walk In,50,Black,Female,08/31/2016,3RD PRECINCT,Arrest,No Charge,Black,Male
16-421,67554,05/31/2016,Walk In,50,Black,Female,08/31/2016,3RD PRECINCT,Demeanor,Not Sustained,Black,Male
16-421,67554,05/31/2016,Walk In,50,Black,Female,08/31/2016,3RD PRECINCT,Entry,Not Sustained,Black,Male
16-421,67554,05/31/2016,Walk In,50,Black,Female,08/31/2016,3RD PRECINCT,Procedure,Not Sustained,Black,Male
16-421,67554,05/31/2016,Walk In,50,Black,Female,08/31/2016,3RD PRECINCT,Procedure,Unfounded,Black,Male
16-422,67555,05/31/2016,Telephone (or TDD),32,Unknown,Male,07/20/2016,DOWNTOWN SERVICES DIVISION,Service,Admin. Closure,Black,Male
16-423,67556,05/31/2016,Telephone (or TDD),46,Black,Male,08/22/2016,11TH PRECINCT,Demeanor,Sustained,White,Male
16-423,67556,05/31/2016,Telephone (or TDD),46,Black,Male,08/22/2016,11TH PRECINCT,Demeanor,Sustained,White,Male
16-423,67556,05/31/2016,Telephone (or TDD),46,Black,Male,08/22/2016,11TH PRECINCT,Force,Unfounded,White,Male
16-423,67556,05/31/2016,Telephone (or TDD),46,Black,Male,08/22/2016,11TH PRECINCT,Force,Unfounded,White,Male
16-423,67556,05/31/2016,Telephone (or TDD),46,Black,Male,08/22/2016,11TH PRECINCT,Procedure,Exonerated,White,Male
16-423,67556,05/31/2016,Telephone (or TDD),46,Black,Male,08/22/2016,11TH PRECINCT,Procedure,Exonerated,White,Male
16-423,67556,05/31/2016,Telephone (or TDD),46,Black,Male,08/22/2016,11TH PRECINCT,Procedure,Unfounded,White,Male
16-423,67556,05/31/2016,Telephone (or TDD),46,Black,Male,08/22/2016,11TH PRECINCT,Procedure,Unfounded,White,Male
16-423,67556,05/31/2016,Telephone (or TDD),46,Black,Male,08/22/2016,11TH PRECINCT,Property,Not Sustained,White,Male
16-423,67556,05/31/2016,Telephone (or TDD),46,Black,Male,08/22/2016,11TH PRECINCT,Property,Not Sustained,White,Male
16-424,67557,05/31/2016,Outside agency,0,Black,Male,06-06-2016,11TH PRECINCT PDU,Procedure,Admin. Closure,Black,Male
16-424,67557,05/31/2016,Outside agency,0,Black,Male,06-06-2016,11TH PRECINCT,Procedure,Admin. Closure,Black,Male
16-424,67557,05/31/2016,Outside agency,0,Black,Male,06-06-2016,11TH PRECINCT,Procedure,Admin. Closure,White,Female
16-424,67557,05/31/2016,Outside agency,0,Black,Male,06-06-2016,11TH PRECINCT,Service,Admin. Closure,Black,Male
16-424,67557,05/31/2016,Outside agency,0,Black,Male,06-06-2016,11TH PRECINCT,Service,Admin. Closure,White,Female
16-425,67558,05/31/2016,Walk In,44,Black,Male,06-03-2016,3RD PRECINCT,Arrest,Admin. Closure,Black,Female
16-425,67558,05/31/2016,Walk In,44,Black,Male,06-03-2016,3RD PRECINCT,Arrest,Admin. Closure,White,Male
16-425,67558,05/31/2016,Walk In,44,Black,Male,06-03-2016,3RD PRECINCT,Property,Admin. Closure,Black,Female
16-425,67558,05/31/2016,Walk In,44,Black,Male,06-03-2016,3RD PRECINCT,Property,Admin. Closure,White,Male
16-460,67593,06-07-2016,Walk In,71,Black,Female,08/24/2016,5TH PRECINCT,Arrest,No Charge,Hispanic,Male
16-429,67562,06-01-2016,Telephone (or TDD),44,Black,Female,06-06-2016,2ND PRECINCT,Demeanor,Admin. Closure,White,Female
16-445,67578,06-06-2016,Telephone (or TDD),0,Other,Female,08/22/2016,UNKNOWN COMMAND,Force,No Charge,Unknown,Unknown
16-523,67656,06/23/2016,Telephone (or TDD),26,Black,Male,06/27/2016,9TH PRECINCT,Force,Admin. Closure,White,Male
16-523,67656,06/23/2016,Telephone (or TDD),26,Black,Male,06/27/2016,9TH PRECINCT,Force,Admin. Closure,White,Male
16-523,67656,06/23/2016,Telephone (or TDD),26,Black,Male,06/27/2016,9TH PRECINCT,Force,Admin. Closure,White,Male
16-523,67656,06/23/2016,Telephone (or TDD),26,Black,Male,06/27/2016,9TH PRECINCT,Force,Admin. Closure,White,Male
16-536,67669,06/28/2016,Telephone (or TDD),28,Black,Male,08/26/2016,5TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-535,67668,06/28/2016,Telephone (or TDD),60,White,Female,08-08-2016,UNKNOWN COMMAND,Demeanor,Not Sustained,Unknown,Unknown
16-448,67581,06-06-2016,Walk In,55,Black,Male,06/20/2016,3RD PRECINCT,Property,Admin. Closure,White,Male
16-514,67647,06/21/2016,Walk In,40,Black,Male,09/16/2016,6TH PRECINCT,Demeanor,Not Sustained,White,Male
16-507,67640,06/21/2016,Online,55,Black,Female,09/21/2016,12TH PRECINCT,Procedure,Unfounded,Black,Female
16-531,67664,06/28/2016,Walk In,34,Other,Male,08/26/2016,11TH PRECINCT,Property,No Charge,White,Male
16-520,67653,06/23/2016,Online,,Black,Female,06/27/2016,UNKNOWN COMMAND,Demeanor,Admin. Closure,Unknown,Unknown
16-458,67591,06-07-2016,Telephone (or TDD),43,Black,Male,08/22/2016,12TH PRECINCT,Service,Unfounded,Black,Male
16-458,67591,06-07-2016,Telephone (or TDD),43,Black,Male,08/22/2016,12TH PRECINCT,Service,Unfounded,Black,Male
16-533,67666,06/28/2016,Telephone (or TDD),22,White,Female,09/16/2016,3RD PRECINCT,Demeanor,No Charge,Black,Male
16-503,67636,06/20/2016,Walk In,45,Black,Male,09-01-2016,8TH PRECINCT,Harassment,Admin. Closure,Black,Male
16-554,67687,06/30/2016,Walk In,49,Black,Male,07/20/2016,2ND PRECINCT,Service,Admin. Closure,Unknown,Unknown
16-437,67570,06-03-2016,Telephone (or TDD),26,Black,Male,08/15/2016,3RD PRECINCT,Demeanor,Not Sustained,White,Male
16-556,67689,06/30/2016,Telephone (or TDD),41,Black,Female,09/23/2016,5TH PRECINCT,Entry,No Charge,Black,Female
16-530,67663,06/27/2016,Telephone (or TDD),33,Black,Male,07-05-2016,10TH PRECINCT,Property,Admin. Closure,Black,Male
16-515,67648,06/22/2016,Telephone (or TDD),0,Black,Male,07/26/2016,12TH PRECINCT,Property,Admin. Closure,White,Male
16-427,67560,06-01-2016,Walk In,24,Black,Female,08/18/2016,10TH PRECINCT,Procedure,Unfounded,Hispanic,Male
16-433,67566,06-02-2016,Telephone (or TDD),51,Unknown,Female,08/16/2016,8TH PRECINCT PDU,Service,No Charge,Black,Male
16-445,67578,06-06-2016,Telephone (or TDD),16,Black,Male,08/22/2016,12TH PRECINCT,Force,Not Sustained,White,Male
16-524,67657,06/24/2016,Walk In,21,Black,Female,09/13/2016,8TH PRECINCT,Procedure,Admin. Closure,Black,Male
16-508,67641,06/21/2016,Walk In,29,Black,Male,09/16/2016,12TH PRECINCT,Procedure,Not Sustained,Black,Male
16-508,67641,06/21/2016,Walk In,29,Black,Male,09/16/2016,12TH PRECINCT,Procedure,Not Sustained,Black,Male
16-494,67627,06/17/2016,Walk In,41,Black,Male,09-01-2016,7TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-466,67599,06-09-2016,Telephone (or TDD),38,Black,Male,08/24/2016,UNKNOWN COMMAND,Procedure,No Charge,Unknown,Unknown
16-537,67670,06/28/2016,Telephone (or TDD),49,Black,Male,08/16/2016,UNKNOWN COMMAND,Procedure,No Charge,Unknown,Unknown
16-497,67630,06/18/2016,Walk In,45,Black,Female,09/16/2016,12TH PRECINCT,Search,Not Sustained,White,Male
16-497,67630,06/18/2016,Walk In,45,Black,Female,09/16/2016,12TH PRECINCT,Search,Not Sustained,White,Male
16-514,67647,06/21/2016,Walk In,40,Black,Male,09/16/2016,6TH PRECINCT,Demeanor,No Charge,White,Male
16-480,67613,06/14/2016,Telephone (or TDD),,Other,Female,09-12-2016,3RD PRECINCT,Demeanor,Unfounded,White,Male
16-541,67674,06/28/2016,Telephone (or TDD),50,Black,Female,09/21/2016,6TH PRECINCT,Service,No Charge,Black,Male
16-523,67656,06/23/2016,Telephone (or TDD),26,Black,Male,06/27/2016,9TH PRECINCT,Procedure,Admin. Closure,White,Male
16-523,67656,06/23/2016,Telephone (or TDD),26,Black,Male,06/27/2016,9TH PRECINCT,Procedure,Admin. Closure,White,Male
16-523,67656,06/23/2016,Telephone (or TDD),26,Black,Male,06/27/2016,9TH PRECINCT,Procedure,Admin. Closure,White,Male
16-523,67656,06/23/2016,Telephone (or TDD),26,Black,Male,06/27/2016,9TH PRECINCT,Procedure,Admin. Closure,White,Male
16-478,67611,06/14/2016,Telephone (or TDD),44,Black,Male,09-08-2016,3RD PRECINCT,Procedure,Unfounded,Black,Male
16-532,67665,06/28/2016,Telephone (or TDD),55,Black,Male,09/16/2016,AUCTION DETAIL,Procedure,Admin. Closure,Black,Male
16-482,67615,06/14/2016,Walk In,43,Black,Male,09-07-2016,7TH PRECINCT,Demeanor,Sustained,White,Male
16-529,67662,06/26/2016,Telephone (or TDD),57,Black,Female,09/23/2016,TACTICAL RESPONSE UNIT,Harassment,Unfounded,Black,Male
16-529,67662,06/26/2016,Telephone (or TDD),57,Black,Female,09/23/2016,TACTICAL RESPONSE UNIT,Harassment,Unfounded,Black,Male
16-544,67677,06/29/2016,Online,0,Black,Female,09/21/2016,GAMING,Demeanor,No Charge,Black,Male
16-427,67560,06-01-2016,Walk In,24,Black,Female,08/18/2016,2ND PRECINCT,Demeanor,No Charge,White,Male
16-440,67573,06-04-2016,Walk In,51,Black,Male,09-01-2016,11TH PRECINCT,Procedure,Unfounded,Black,Male
16-478,67611,06/14/2016,Telephone (or TDD),44,Black,Male,09-08-2016,3RD PRECINCT,Procedure,Unfounded,White,Male
16-467,67600,06-09-2016,Telephone (or TDD),24,Black,Female,08/31/2016,TRAINING,Procedure,Unfounded,Hispanic,Female
16-543,67676,06/29/2016,Online,0,Black,Female,09/21/2016,11TH PRECINCT,Demeanor,Not Sustained,White,Male
16-543,67676,06/29/2016,Online,0,Black,Female,09/21/2016,11TH PRECINCT,Demeanor,Not Sustained,White,Male
16-438,67571,06-03-2016,Telephone (or TDD),65,Other,Male,08/31/2016,4TH PRECINCT,Procedure,Not Sustained,Black,Male
16-541,67674,06/28/2016,Telephone (or TDD),50,Black,Female,09/21/2016,6TH PRECINCT,Demeanor,No Charge,Black,Male
16-546,67679,06/29/2016,Walk In,25,Black,Female,09/27/2016,TRAFFIC ENFORCEMENT UNIT,Demeanor,Not Sustained,Black,Male
16-432,67565,06-02-2016,Telephone (or TDD),34,Unknown,Female,07-05-2016,2ND PRECINCT,Procedure,Not Sustained,White,Male
16-489,67622,06/16/2016,Telephone (or TDD),49,Black,Female,08-08-2016,UNKNOWN COMMAND,Force,Admin. Closure,Unknown,Unknown
16-455,67588,06-07-2016,Telephone (or TDD),115,Unknown,Female,08-10-2016,3RD PRECINCT,Demeanor,Not Sustained,Black,Male
16-470,67603,06-10-2016,Telephone (or TDD),43,Black,Male,06/15/2016,4TH PRECINCT PDU,Procedure,Admin. Closure,Black,Female
16-495,67628,06/17/2016,Telephone (or TDD),18,Black,Male,09/13/2016,12TH PRECINCT,Demeanor,No Charge,Black,Male
16-541,67674,06/28/2016,Telephone (or TDD),50,Black,Female,09/21/2016,6TH PRECINCT,Procedure,Admin. Closure,Black,Male
16-508,67641,06/21/2016,Walk In,29,Black,Male,09/16/2016,12TH PRECINCT,Procedure,Not Sustained,Hispanic,Male
16-515,67648,06/22/2016,Telephone (or TDD),0,Black,Male,07/26/2016,12TH PRECINCT,Demeanor,Admin. Closure,Black,Male
16-449,67582,06-06-2016,Telephone (or TDD),50,Black,Female,06-09-2016,3RD PRECINCT,Force,Admin. Closure,White,Male
16-474,67607,06-10-2016,Walk In,27,Black,Male,08/22/2016,12TH PRECINCT,Search,Not Sustained,White,Male
16-474,67607,06-10-2016,Walk In,27,Black,Male,08/22/2016,12TH PRECINCT,Search,Not Sustained,White,Male
16-474,67607,06-10-2016,Walk In,27,Black,Male,08/22/2016,12TH PRECINCT,Search,Not Sustained,White,Male
16-531,67664,06/28/2016,Walk In,34,Other,Male,08/26/2016,11TH PRECINCT,Service,No Charge,White,Male
16-529,67662,06/26/2016,Telephone (or TDD),57,Black,Female,09/23/2016,TACTICAL RESPONSE UNIT,Arrest,No Charge,White,Male
16-550,67683,06/29/2016,Walk In,23,Black,Male,07-06-2016,11TH PRECINCT,Arrest,Admin. Closure,White,Male
16-550,67683,06/29/2016,Walk In,23,Black,Male,07-06-2016,11TH PRECINCT,Arrest,Admin. Closure,White,Male
16-550,67683,06/29/2016,Walk In,23,Black,Male,07-06-2016,11TH PRECINCT,Arrest,Admin. Closure,White,Male
16-518,67651,06/22/2016,Walk In,40,Black,Female,09/13/2016,8TH PRECINCT,Procedure,Exonerated,Black,Female
16-497,67630,06/18/2016,Walk In,45,Black,Female,09/16/2016,12TH PRECINCT,Procedure,Not Sustained,White,Male
16-497,67630,06/18/2016,Walk In,45,Black,Female,09/16/2016,12TH PRECINCT,Procedure,Not Sustained,White,Male
16-501,67634,06/20/2016,Walk In,,Black,Female,08/22/2016,9TH PRECINCT,Procedure,Exonerated,White,Female
16-508,67641,06/21/2016,Walk In,29,Black,Male,09/16/2016,UNKNOWN COMMAND,Demeanor,No Charge,Unknown,Unknown
16-517,67650,06/22/2016,Telephone (or TDD),37,Black,Female,09/21/2016,3RD PRECINCT,Procedure,Exonerated,Black,Male
16-473,67606,06-10-2016,Telephone (or TDD),46,White,Female,07/29/2016,12TH PRECINCT,Demeanor,No Charge,Black,Female
16-538,67671,06/28/2016,Telephone (or TDD),69,White,Male,09/16/2016,UNKNOWN COMMAND,Procedure,No Charge,Unknown,Unknown
16-502,67635,06/20/2016,Telephone (or TDD),55,Black,Male,08/18/2016,UNKNOWN COMMAND,Service,No Charge,Unknown,Unknown
16-469,67602,06-10-2016,Walk In,27,Black,Female,08/31/2016,2ND PRECINCT,Procedure,Not Sustained,White,Male
16-426,67559,06-01-2016,Online,46,Black,Female,07/26/2016,11TH PRECINCT,Procedure,No Charge,Black,Male
16-463,67596,06-08-2016,Walk In,40,Black,Male,08/26/2016,8TH PRECINCT,Service,No Charge,Black,Male
16-463,67596,06-08-2016,Walk In,40,Black,Male,08/26/2016,8TH PRECINCT,Service,No Charge,Black,Male
16-469,67602,06-10-2016,Walk In,27,Black,Female,08/31/2016,2ND PRECINCT,Procedure,Sustained,White,Female
16-491,67624,06/17/2016,Telephone (or TDD),45,Black,Female,09-01-2016,12TH PRECINCT,Service,No Charge,Black,Female
16-491,67624,06/17/2016,Telephone (or TDD),45,Black,Female,09-01-2016,12TH PRECINCT,Service,No Charge,Black,Female
16-546,67679,06/29/2016,Walk In,25,Black,Female,09/27/2016,TRAFFIC ENFORCEMENT UNIT,Procedure,Exonerated,Black,Male
16-547,67680,06/29/2016,Walk In,38,Black,Female,08-11-2016,UNKNOWN COMMAND,Service,Admin. Closure,Unknown,Unknown
16-488,67621,06/16/2016,Online,50,Unknown,Female,08-01-2016,7TH PRECINCT,Search,No Charge,White,Male
16-501,67634,06/20/2016,Walk In,,Black,Female,08/22/2016,9TH PRECINCT,Procedure,Exonerated,Black,Female
16-555,67688,06/30/2016,Telephone (or TDD),55,Black,Female,08-08-2016,8TH PRECINCT,Procedure,Admin. Closure,Black,Male
16-529,67662,06/26/2016,Telephone (or TDD),57,Black,Female,09/23/2016,6TH PRECINCT,Arrest,No Charge,Black,Male
16-528,67661,06/26/2016,Walk In,49,White,Male,09-07-2016,8TH PRECINCT,Demeanor,Not Sustained,Black,Female
16-478,67611,06/14/2016,Telephone (or TDD),44,Black,Male,09-08-2016,3RD PRECINCT,Search,Unfounded,Black,Male
16-556,67689,06/30/2016,Telephone (or TDD),41,Black,Female,09/23/2016,5TH PRECINCT,Demeanor,Not Sustained,Black,Male
16-500,67633,06/19/2016,Walk In,31,Black,Male,08/22/2016,UNKNOWN COMMAND,Procedure,No Charge,Unknown,Unknown
16-493,67626,06/17/2016,Telephone (or TDD),33,Arabic,Male,06/21/2016,6TH PRECINCT,Arrest,Void,Black,Male
16-544,67677,06/29/2016,Online,0,Black,Female,09/21/2016,GAMING,Procedure,No Charge,Black,Male
16-496,67629,06/17/2016,Telephone (or TDD),25,Black,Male,08/15/2016,5TH PRECINCT,Property,No Charge,White,Male
16-457,67590,06-07-2016,Telephone (or TDD),21,Black,Female,08/15/2016,6TH PRECINCT,Service,Admin. Closure,Black,Female
16-437,67570,06-03-2016,Telephone (or TDD),26,Black,Male,08/15/2016,3RD PRECINCT,Procedure,Exonerated,White,Male
